Delta_T_C,Rload_ohm,Material,Seebeck_V_per_K,Voltage_V,Power_W,Efficiency_%
271.02,1.6,PbTe,0.00018,0.048783599999999996,0.0014873997680999995,0.005488154999999998
168.66,19.09,Bi2Te3,0.00022,0.0371052,7.212131309795704e-05,0.0004276136196961759
266.64,18.36,PbTe,0.00018,0.0479952,0.00012546509929411767,0.0004705411764705883
166.47,1.35,Skutterudite,0.0002,0.033294000000000004,0.0008211040266666669,0.004932444444444445
293.46,11.67,Skutterudite,0.0002,0.058692,0.000295180022622108,0.0010058611825192803
141.01,17.18,Skutterudite,0.0002,0.028201999999999998,4.629527380675203e-05,0.00032831199068684514
234.88,11.99,PbTe,0.00018,0.0422784,0.00014907949178982486,0.0006347049207673062
156.82,3.79,PbTe,0.00018,0.028227600000000002,0.0002102367814670185,0.0013406248021108182
143.26,15.28,PbTe,0.00018,0.0257868,4.351826271204188e-05,0.00030377120418848165
277.03,7.17,Skutterudite,0.0002,0.055406,0.00042814851269177125,0.0015454951185495118
127.44,5.1,PbTe,0.00018,0.0229392,0.00010317782287058824,0.0008096188235294119
232.13,13.51,Skutterudite,0.0002,0.046426,0.0001595391173945226,0.0006872834937083641
178.96,13.24,Skutterudite,0.0002,0.035792000000000004,9.675734622356498e-05,0.000540664652567976
218.15,17.43,Skutterudite,0.0002,0.04363,0.00010921267355134827,0.0005006310958118187
256.98,16.31,PbTe,0.00018,0.0462564,0.00013118666713427348,0.0005104936848559167
94.94,12.18,Skutterudite,0.0002,0.018988,2.9601325451559938e-05,0.0003117898193760263
104.2,18.95,Skutterudite,0.0002,0.02084,2.2918501319261216e-05,0.00021994722955145118
199.99,17.09,Skutterudite,0.0002,0.039998000000000006,9.361263920421301e-05,0.00046808660035108253
111.33,1.04,Skutterudite,0.0002,0.022266,0.00047670649615384617,0.004281923076923077
273.05,15.85,Bi2Te3,0.00022,0.060071000000000006,0.00022766719501577293,0.0008337930599369086
244.65,18.65,PbTe,0.00018,0.04403700000000001,0.0001039816283646113,0.00042502198391420926
164.13,14.38,PbTe,0.00018,0.0295434,6.069627841168289e-05,0.00036980611961057023
189.99,19.2,PbTe,0.00018,0.034198200000000005,6.091233766875001e-05,0.000320608125
216.47,5.37,Skutterudite,0.0002,0.043294,0.00034904477392923647,0.0016124394785847296
221.77,19.35,Skutterudite,0.0002,0.044354000000000005,0.00010166807834625325,0.0004584392764857881
154.13,2.12,Skutterudite,0.0002,0.030826,0.0004482274886792453,0.00290811320754717
90.5,8.78,Bi2Te3,0.00022,0.01991,4.514898633257404e-05,0.0004988838268792712
284.57,3.76,Skutterudite,0.0002,0.056914,0.0008614902648936172,0.0030273404255319156
200.04,19.46,Skutterudite,0.0002,0.040008,8.22528295991778e-05,0.0004111819116135663
133.04,10.76,PbTe,0.00018,0.0239472,5.3296318572490707e-05,0.000400603717472119
201.18,8.26,PbTe,0.00018,0.036212400000000006,0.00015875761667796616,0.0007891322033898308
224.54,14.82,PbTe,0.00018,0.0404172,0.00011022604965182186,0.0004908971659919027
157.32,9.49,Bi2Te3,0.00022,0.0346104,0.0001262254782044257,0.0008023485774499473
218.92,16.97,Bi2Te3,0.00022,0.0481624,0.00013668926185975253,0.0006243799646434887
225.52,11.54,PbTe,0.00018,0.04059360000000001,0.0001427937921109186,0.0006331757365684577
119.06,16.76,Bi2Te3,0.00022,0.0261932,4.093578318854415e-05,0.0003438248210023866
156.68,1.61,Skutterudite,0.0002,0.031336,0.0006099036621118012,0.0038926708074534157
112.68,18.91,Bi2Te3,0.00022,0.024789600000000002,3.2497317195134854e-05,0.0002884035959809625
160.51,17.01,PbTe,0.00018,0.0288918,4.907325733333333e-05,0.00030573333333333336
293.97,10.14,PbTe,0.00018,0.052914600000000006,0.00027612967388165687,0.000939312426035503
179.74,5.59,Bi2Te3,0.00022,0.0395428,0.00027971968369230773,0.001556246153846154
231.03,11.31,Bi2Te3,0.00022,0.0508266,0.00022841231366578247,0.00098866949602122
295.63,2.63,Bi2Te3,0.00022,0.0650386,0.0016083724296425857,0.005440491254752852
218.93,7.51,Skutterudite,0.0002,0.043786000000000005,0.00025528812197070583,0.00116607190412783
242.96,12.4,PbTe,0.00018,0.0437328,0.00015423853192258067,0.0006348309677419355
211.76,11.21,Skutterudite,0.0002,0.042352,0.0001600081983942908,0.0007556110615521854
156.0,5.44,PbTe,0.00018,0.02808,0.00014494235294117646,0.0009291176470588233
298.69,16.94,Skutterudite,0.0002,0.059738,0.0002106628479338843,0.000705289256198347
259.6,2.53,Bi2Te3,0.00022,0.05711200000000001,0.001289241321739131,0.0049662608695652186
173.97,4.24,PbTe,0.00018,0.031314600000000005,0.0002312745691415095,0.0013293933962264153
208.05,10.4,PbTe,0.00018,0.037449,0.00013484880778846155,0.0006481557692307691
103.51,6.68,Skutterudite,0.0002,0.020702,6.415760538922157e-05,0.0006198203592814372
134.25,7.31,PbTe,0.00018,0.024165000000000002,7.988334131326951e-05,0.0005950341997264023
292.19,7.19,PbTe,0.00018,0.0525942,0.00038472181830876215,0.0013166837273991653
138.26,2.88,Bi2Te3,0.00022,0.0304172,0.0003212521027222222,0.0023235361111111105
137.49,3.85,Bi2Te3,0.00022,0.030247800000000002,0.0002376440012571429,0.0017284457142857145
58.65,19.56,Bi2Te3,0.00022,0.012903,8.511626226993865e-06,0.00014512576687116565
208.68,10.25,Skutterudite,0.0002,0.041736,0.00016994084839024392,0.000814360975609756
282.35,13.05,PbTe,0.00018,0.05082300000000001,0.00019792929724137936,0.0007010068965517242
108.91,9.14,PbTe,0.00018,0.0196038,4.204693374617068e-05,0.00038607045951859957
221.71,14.02,PbTe,0.00018,0.03990780000000001,0.00011359718265620547,0.0005123683309557777
163.31,5.62,PbTe,0.00018,0.029395800000000003,0.0001537567718220641,0.000941502491103203
135.08,17.1,Skutterudite,0.0002,0.027016000000000005,4.268212023391814e-05,0.00031597660818713454
170.05,16.36,Skutterudite,0.0002,0.034010000000000006,7.070171760391202e-05,0.00041577017114914443
234.71,19.71,Skutterudite,0.0002,0.046942000000000005,0.00011179864860476917,0.0004763267376966007
267.63,1.27,Bi2Te3,0.00022,0.0588786,0.0027296768015433073,0.01019944251968504
248.06,9.99,PbTe,0.00018,0.044650800000000004,0.00019956896302702706,0.000804518918918919
195.4,1.18,Skutterudite,0.0002,0.039080000000000004,0.0012942766101694918,0.006623728813559322
173.05,17.14,PbTe,0.00018,0.031149000000000003,5.6607946382730465e-05,0.0003271190198366394
128.43,5.96,Bi2Te3,0.00022,0.0282546,0.00013394671495973155,0.0010429550335570468
172.71,9.57,Bi2Te3,0.00022,0.0379962,0.00015085801613793105,0.0008734758620689656
68.41,12.29,PbTe,0.00018,0.0123138,1.2337646089503664e-05,0.0001803485760781123
195.06,16.89,PbTe,0.00018,0.035110800000000005,7.298805663943163e-05,0.00037418259325044413
69.21,1.21,PbTe,0.00018,0.0124578,0.00012826180234710744,0.001853226446280992
292.56,13.85,Skutterudite,0.0002,0.058512,0.00024719524505415163,0.0008449386281588449
131.09,10.86,Bi2Te3,0.00022,0.028839800000000002,7.65869303904236e-05,0.0005842316758747699
231.59,8.2,Skutterudite,0.0002,0.046318000000000005,0.0002616289175609757,0.001129707317073171
217.17,13.26,Bi2Te3,0.00022,0.0477774,0.00017214780925791856,0.0007926868778280544
53.37,10.35,Bi2Te3,0.00022,0.011741399999999999,1.3319852556521737e-05,0.00024957565217391305
58.78,19.83,PbTe,0.00018,0.0105804,5.645227642965205e-06,9.603993948562784e-05
266.78,13.44,Skutterudite,0.0002,0.053355999999999994,0.00021182014404761898,0.0007939880952380951
270.34,5.21,Skutterudite,0.0002,0.054068,0.0005611033827255278,0.0020755470249520153
217.21,4.43,Bi2Te3,0.00022,0.0477862,0.0005154674741399549,0.0023731295711060946
173.54,18.73,Bi2Te3,0.00022,0.0381788,7.78227853411639e-05,0.0004484429257875067
60.7,5.97,Bi2Te3,0.00022,0.013354000000000001,2.9870907202680075e-05,0.000492107202680067
91.46,15.75,Bi2Te3,0.00022,0.0201212,2.5705567583492062e-05,0.0002810580317460318
191.53,14.09,Bi2Te3,0.00022,0.0421366,0.00012601086299219308,0.0006579171043293117
79.15,12.34,Skutterudite,0.0002,0.01583,2.030704213938412e-05,0.0002565640194489465
299.34,13.24,Bi2Te3,0.00022,0.06585479999999999,0.00032755700022960715,0.0010942640483383684
63.1,19.04,Bi2Te3,0.00022,0.013882,1.0121319537815126e-05,0.00016040126050420166
131.31,16.89,Skutterudite,0.0002,0.026262,4.0834377975133216e-05,0.00031097690941385436
191.14,12.7,Bi2Te3,0.00022,0.0420508,0.0001392338409952756,0.0007284390551181102
146.17,4.53,Bi2Te3,0.00022,0.032157399999999996,0.00022827778692273724,0.0015617280353200879
168.56,2.59,PbTe,0.00018,0.0303408,0.00035543017167567574,0.0021086270270270274
100.62,18.37,Bi2Te3,0.00022,0.0221364,2.6675024766467066e-05,0.00026510658682634726
110.32,14.72,PbTe,0.00018,0.0198576,2.678833408695652e-05,0.00024282391304347826
281.82,10.17,PbTe,0.00018,0.050727600000000005,0.0002530274731327434,0.000897833628318584
167.85,12.98,Skutterudite,0.0002,0.03357,8.682164098613253e-05,0.0005172573189522342
201.23,4.28,Bi2Te3,0.00022,0.0442706,0.000457917295411215,0.0022755915887850467
290.46,18.51,Skutterudite,0.0002,0.058092,0.00018231661069692054,0.0006276823338735817
243.78,4.04,Skutterudite,0.0002,0.048756,0.0005884028554455446,0.002413663366336634
79.43,12.83,PbTe,0.00018,0.014297400000000002,1.593263030085737e-05,0.00020058706157443496
253.63,2.4,Skutterudite,0.0002,0.050726,0.0010721362816666666,0.004227166666666666
185.23,1.34,PbTe,0.00018,0.0333414,0.0008295887716119403,0.00447869552238806
107.98,3.39,PbTe,0.00018,0.019436400000000003,0.00011143765338053099,0.001032021238938053
163.48,9.69,Bi2Te3,0.00022,0.0359656,0.00013349064843756452,0.0008165564499484006
281.84,3.6,Skutterudite,0.0002,0.056367999999999994,0.0008825976177777775,0.0031315555555555554
287.21,9.04,Bi2Te3,0.00022,0.0631862,0.0004416477732787611,0.0015377172566371682
103.88,19.49,Skutterudite,0.0002,0.020776,2.2146853565931248e-05,0.0002131965110312981
98.42,7.03,Skutterudite,0.0002,0.019684,5.51152e-05,0.00056
296.67,15.86,Bi2Te3,0.00022,0.0652674,0.0002685897542723834,0.0009053485498108449
77.52,7.1,PbTe,0.00018,0.0139536,2.7422951121126763e-05,0.0003537532394366198
166.83,12.13,PbTe,0.00018,0.030029400000000005,7.434170357460843e-05,0.00044561352019785656
179.41,10.16,Skutterudite,0.0002,0.035882000000000004,0.00012672420511811028,0.0007063385826771657
168.88,5.03,Skutterudite,0.0002,0.033776,0.00022680281829025843,0.0013429821073558646
224.79,7.86,Bi2Te3,0.00022,0.0494538,0.00031115500438167934,0.0013842030534351145
53.55,14.43,Bi2Te3,0.00022,0.011781,9.618292515592515e-06,0.0001796133056133056
230.2,4.0,Skutterudite,0.0002,0.04604,0.0005299203999999999,0.002302
111.0,10.52,Bi2Te3,0.00022,0.02442,5.668596958174906e-05,0.0005106844106463878
176.6,5.52,PbTe,0.00018,0.031788000000000004,0.00018305741739130441,0.0010365652173913048
96.84,2.21,Bi2Te3,0.00022,0.021304800000000002,0.00020538212807239825,0.002120839819004525
129.86,19.87,Bi2Te3,0.00022,0.028569200000000003,4.107695966985406e-05,0.0003163172622043281
172.76,16.69,PbTe,0.00018,0.0310968,5.793954285440383e-05,0.0003353759137207909
227.79,13.44,Bi2Te3,0.00022,0.0501138,0.00018685959452678573,0.0008203151785714286
237.03,5.11,Bi2Te3,0.00022,0.0521466,0.0005321463584266145,0.002245059099804305
188.66,9.34,Skutterudite,0.0002,0.037732,0.00015243081627408994,0.00080796573875803
177.98,3.16,Skutterudite,0.0002,0.035596,0.00040097316962025317,0.0022529113924050635
105.69,9.93,Skutterudite,0.0002,0.021138,4.499647975830816e-05,0.0004257401812688822
146.36,10.28,PbTe,0.00018,0.026344800000000005,6.751444426459147e-05,0.00046129027237354093
162.97,6.82,Bi2Te3,0.00022,0.0358534,0.00018848479348387097,0.0011565612903225806
276.03,18.19,Skutterudite,0.0002,0.055206,0.00016754823727322703,0.0006069928532160528
125.78,8.08,Bi2Te3,0.00022,0.0276716,9.47670107128713e-05,0.0007534346534653466
161.23,7.39,Bi2Te3,0.00022,0.0354706,0.00017025216026522326,0.0010559583220568335
85.01,7.82,Skutterudite,0.0002,0.017002000000000003,3.696521790281331e-05,0.0004348337595907929
68.36,6.3,PbTe,0.00018,0.012304800000000001,2.4033032228571434e-05,0.0003515657142857143
199.31,18.74,PbTe,0.00018,0.0358758,6.868052431376734e-05,0.00034459146211312695
102.85,10.95,Bi2Te3,0.00022,0.022627,4.675626748858448e-05,0.000454606392694064
161.76,19.49,Skutterudite,0.0002,0.032352,5.370199610056439e-05,0.00033198563365828635
143.19,14.95,Skutterudite,0.0002,0.028638,5.485853137123746e-05,0.00038311705685618733
210.75,19.55,Skutterudite,0.0002,0.04215,9.087583120204603e-05,0.0004312020460358056
202.59,16.34,PbTe,0.00018,0.036466200000000004,8.138211398041617e-05,0.0004017084455324358
271.8,14.17,Bi2Te3,0.00022,0.059796,0.0002523332121383204,0.0009283782639378969
147.28,9.66,Bi2Te3,0.00022,0.0324016,0.00010868154063768117,0.0007379246376811594
177.55,16.84,PbTe,0.00018,0.031959,6.0651881294536824e-05,0.000341604513064133
292.87,5.62,Bi2Te3,0.00022,0.0644314,0.0007386842181423487,0.0025222256227758
63.58,9.19,Bi2Te3,0.00022,0.0139876,2.1289766459194776e-05,0.00033485005440696405
147.53,4.54,Skutterudite,0.0002,0.029506,0.00019176300352422907,0.0012998237885462555
174.99,8.96,PbTe,0.00018,0.031498200000000004,0.00011072953161160717,0.0006327763392857144
199.41,8.5,Bi2Te3,0.00022,0.0438702,0.00022642287624,0.0011354639999999997
79.73,18.18,Bi2Te3,0.00022,0.0175406,1.6923688028602862e-05,0.00021226248624862487
277.17,3.05,PbTe,0.00018,0.04989060000000001,0.0008160891699540985,0.002944363278688525
98.29,5.08,Skutterudite,0.0002,0.019658000000000002,7.607026850393703e-05,0.0007739370078740159
139.44,16.85,Skutterudite,0.0002,0.027888,4.6156708842729966e-05,0.00033101483679525215
274.77,6.62,Skutterudite,0.0002,0.054953999999999996,0.0004561846096676736,0.0016602416918428998
238.43,13.26,Bi2Te3,0.00022,0.052454600000000004,0.00020750264412971347,0.0008702874811463047
213.22,4.3,Bi2Te3,0.00022,0.0469084,0.0005117204629209302,0.0023999646511627904
167.41,10.3,Skutterudite,0.0002,0.033482,0.00010883925475728153,0.000650135922330097
281.25,18.03,Skutterudite,0.0002,0.05625,0.000175488768718802,0.0006239600665557405
130.28,8.63,PbTe,0.00018,0.023450400000000003,6.372204636848205e-05,0.0004891161066048668
175.99,18.09,Bi2Te3,0.00022,0.038717800000000004,8.28672214947485e-05,0.0004708632393587619
137.78,2.17,Skutterudite,0.0002,0.027556,0.0003499231041474655,0.0025397235023041477
259.76,12.13,Bi2Te3,0.00022,0.0571472,0.00026923350930255566,0.0010364702390766695
247.9,3.48,Bi2Te3,0.00022,0.054538,0.000854710759770115,0.0034478045977011495
246.03,5.72,PbTe,0.00018,0.0442854,0.0003428665477552448,0.0013935965034965036
115.47,11.03,PbTe,0.00018,0.0207846,3.9165874629193115e-05,0.0003391865820489574
195.76,3.99,Skutterudite,0.0002,0.039152,0.00038418022656641604,0.0019625062656641605
113.53,7.4,Skutterudite,0.0002,0.022706,6.967059945945945e-05,0.0006136756756756755
157.25,11.89,Bi2Te3,0.00022,0.034595,0.00010065719301934399,0.0006401093355761143
65.55,17.47,PbTe,0.00018,0.011799,7.968883858042359e-06,0.00012156954779622211
248.12,17.65,Skutterudite,0.0002,0.049624,0.00013952075784702552,0.0005623116147308783
192.58,10.6,Bi2Te3,0.00022,0.042367600000000005,0.00016934089903396232,0.0008793275471698115
73.62,16.35,PbTe,0.00018,0.013251600000000002,1.074036101284404e-05,0.0001458891743119266
197.44,12.1,Bi2Te3,0.00022,0.0434368,0.00015593021439999998,0.0007897599999999999
214.61,7.96,PbTe,0.00018,0.038629800000000006,0.00018747003116080407,0.000873538190954774
194.39,9.56,PbTe,0.00018,0.0349902,0.00012806632803765688,0.0006588112970711296
179.11,15.36,PbTe,0.00018,0.032239800000000006,6.766957708593753e-05,0.00037781015625000015
183.14,14.24,Skutterudite,0.0002,0.036628,9.421421235955056e-05,0.000514438202247191
81.45,6.93,PbTe,0.00018,0.014661000000000002,3.101658311688313e-05,0.00038080519480519494
267.32,16.94,Bi2Te3,0.00022,0.0588104,0.00020417137828571426,0.0007637714285714285
153.58,16.29,Skutterudite,0.0002,0.030716000000000004,5.791729011663599e-05,0.00037711479435236346
156.15,4.83,PbTe,0.00018,0.028107000000000004,0.00016356179068322986,0.001047465838509317
183.05,1.46,PbTe,0.00018,0.032949000000000006,0.0007435867130136989,0.0040622054794520555
85.97,16.45,Bi2Te3,0.00022,0.0189134,2.17456960218845e-05,0.00025294516717325226
190.11,6.5,Bi2Te3,0.00022,0.041824200000000006,0.0002691174931753847,0.0014155883076923078
198.79,5.41,PbTe,0.00018,0.0357822,0.00023666651327911275,0.0011905353049907576
118.28,3.25,Skutterudite,0.0002,0.023656,0.0001721865649230769,0.001455753846153846
52.43,15.84,Skutterudite,0.0002,0.010486,6.941679040404041e-06,0.0001323989898989899
215.47,19.95,PbTe,0.00018,0.0387846,7.540076176240602e-05,0.00034993624060150375
116.39,11.85,Bi2Te3,0.00022,0.0256058,5.532970410464136e-05,0.00047538194092827
162.16,16.29,Bi2Te3,0.00022,0.0356752,7.812890700061386e-05,0.00048180135052179244
105.18,15.66,Bi2Te3,0.00022,0.023139600000000003,3.41916403678161e-05,0.0003250773946360154
138.16,1.58,PbTe,0.00018,0.0248688,0.00039142861610126585,0.002833154430379747
258.15,15.36,Bi2Te3,0.00022,0.056792999999999996,0.00020998989902343748,0.0008134414062499999
226.12,1.26,PbTe,0.00018,0.040701600000000004,0.0013147779702857147,0.005814514285714287
160.94,9.82,Skutterudite,0.0002,0.032188,0.00010550583951120163,0.0006555600814663952
142.01,9.47,PbTe,0.00018,0.0255618,6.899742547412882e-05,0.00048586314677930297
97.3,15.39,Skutterudite,0.0002,0.01946,2.460634178037687e-05,0.00025289148797920727
139.13,12.62,Bi2Te3,0.00022,0.0306086,7.423822456101426e-05,0.0005335889064976228
250.86,11.28,Bi2Te3,0.00022,0.05518920000000001,0.00027002196778723415,0.001076385106382979
234.32,11.77,Bi2Te3,0.00022,0.0515504,0.000225781116411215,0.0009635588785046729
79.87,17.45,Bi2Te3,0.00022,0.0175714,1.769364458223496e-05,0.00022153054441260744
106.19,14.62,PbTe,0.00018,0.0191142,2.4989920768809852e-05,0.0002353321477428181
230.14,14.58,Skutterudite,0.0002,0.046028,0.00014530704965706447,0.0006313854595336077
88.7,5.54,PbTe,0.00018,0.015966,4.601320505415163e-05,0.0005187509025270759
95.47,9.21,Bi2Te3,0.00022,0.021003400000000002,4.789824229750272e-05,0.0005017098805646038
278.75,7.87,PbTe,0.00018,0.050175000000000004,0.0003198895330368489,0.0011475857687420587
295.12,15.73,Bi2Te3,0.00022,0.06492640000000001,0.0002679871212307693,0.0009080615384615387
246.99,11.78,PbTe,0.00018,0.0444582,0.0001677870583395586,0.0006793273344651953
298.08,19.04,Skutterudite,0.0002,0.059616,0.0001866632067226891,0.000626218487394958
225.07,17.74,PbTe,0.00018,0.0405126,9.251808110259302e-05,0.00041106358511837663
286.85,1.37,Bi2Te3,0.00022,0.06310700000000001,0.0029069295248175192,0.01013397080291971
200.31,14.1,Bi2Te3,0.00022,0.0440682,0.00013773093980425533,0.0006875889361702127
60.02,5.42,Bi2Te3,0.00022,0.013204400000000002,3.216903678228783e-05,0.0005359719557195572
154.06,1.3,Bi2Te3,0.00022,0.0338932,0.0008836530817230769,0.0057357723076923075
99.65,15.9,Skutterudite,0.0002,0.019930000000000003,2.4981440251572333e-05,0.0002506918238993711
141.19,3.53,Skutterudite,0.0002,0.028238,0.00022588800113314448,0.001599886685552408
142.77,11.8,Skutterudite,0.0002,0.028554000000000003,6.909584033898307e-05,0.00048396610169491535
260.78,1.83,Skutterudite,0.0002,0.052155999999999994,0.0014864745005464476,0.005700109289617485
216.85,12.47,Bi2Te3,0.00022,0.047707,0.0001825146631114675,0.0008416631916599838
97.99,1.91,Skutterudite,0.0002,0.019598,0.00020108984502617802,0.0020521465968586393
150.09,15.2,Skutterudite,0.0002,0.030018000000000003,5.928160026315791e-05,0.0003949736842105264
71.08,10.59,PbTe,0.00018,0.012794400000000001,1.5457664906515583e-05,0.00021746855524079322
194.62,12.54,Bi2Te3,0.00022,0.042816400000000004,0.00014619171522807023,0.000751164912280702
295.35,18.61,Skutterudite,0.0002,0.059070000000000004,0.0001874940838259001,0.0006348199892530898
98.48,13.32,Skutterudite,0.0002,0.019696,2.912405525525526e-05,0.0002957357357357358
223.32,9.53,Bi2Te3,0.00022,0.0491304,0.00025328396685834207,0.0011341750262329486
194.11,18.53,Skutterudite,0.0002,0.038822,8.133554689692391e-05,0.00041901780895844574
149.18,17.36,PbTe,0.00018,0.026852400000000002,4.1535218073732725e-05,0.0002784235023041475
157.62,2.82,Bi2Te3,0.00022,0.0346764,0.00042640167268085115,0.0027052510638297875
196.03,17.85,PbTe,0.00018,0.0352854,6.975122986890756e-05,0.0003558191596638655
245.56,3.73,Bi2Te3,0.00022,0.0540232,0.000782441323924933,0.0031863549597855225
230.09,15.55,Bi2Te3,0.00022,0.0506198,0.00016478226058135048,0.0007161643729903537
153.03,5.26,PbTe,0.00018,0.0275454,0.0001442488709429658,0.0009426182509505705
154.11,5.32,Skutterudite,0.0002,0.030822000000000006,0.00017857061729323312,0.0011587218045112785
268.17,17.86,PbTe,0.00018,0.048270600000000004,0.00013046197224860027,0.0004864898096304592
84.79,15.53,Bi2Te3,0.00022,0.0186538,2.2405940401802968e-05,0.00026425215711526083
256.06,18.83,Skutterudite,0.0002,0.051212,0.00013928140966542753,0.0005439405204460967
193.1,8.93,PbTe,0.00018,0.034758000000000004,0.00013528763314669658,0.0007006091825307952
277.92,5.32,Skutterudite,0.0002,0.05558400000000001,0.0005807483187969926,0.002089624060150376
95.75,7.87,Skutterudite,0.0002,0.01915,4.659752223634053e-05,0.00048665819567979664
127.57,19.59,PbTe,0.00018,0.0229626,2.6915824336906585e-05,0.00021098866768759573
144.15,19.47,PbTe,0.00018,0.025947,3.457867534668722e-05,0.00023987981510015412
147.39,9.29,Bi2Te3,0.00022,0.0324258,0.00011317895647362755,0.0007678876210979547
163.68,19.42,Skutterudite,0.0002,0.032736,5.518257960865087e-05,0.00033713697219361476
73.97,3.13,PbTe,0.00018,0.013314600000000001,5.6638521776357833e-05,0.0007656958466453675
181.16,5.11,PbTe,0.00018,0.0326088,0.0002080888135890411,0.0011486465753424659
87.64,8.2,Bi2Te3,0.00022,0.0192808,4.533527422439025e-05,0.000517289756097561
183.32,8.25,Skutterudite,0.0002,0.036664,0.00016293926012121216,0.0008888242424242425
266.23,8.69,Skutterudite,0.0002,0.05324600000000001,0.00032625276363636374,0.0012254545454545456
295.89,18.22,Bi2Te3,0.00022,0.0650958,0.00023257207341602633,0.0007860085620197585
225.89,12.04,PbTe,0.00018,0.0406602,0.00013731327774418607,0.0006078767441860466
59.94,14.89,Bi2Te3,0.00022,0.0131868,1.1678421372733378e-05,0.0001948351914036266
216.41,12.91,Skutterudite,0.0002,0.043282,0.0001451070119287374,0.0006705189775367931
79.51,13.42,Bi2Te3,0.00022,0.017492200000000003,2.2800079049180337e-05,0.0002867573770491804
138.97,12.05,Skutterudite,0.0002,0.027794000000000003,6.410841792531121e-05,0.00046131120331950213
90.16,14.97,Skutterudite,0.0002,0.018032,2.1720308884435535e-05,0.00024090848363393451
56.49,18.09,Bi2Te3,0.00022,0.012427800000000001,8.537877990049753e-06,0.00015113963515754562
113.26,3.68,PbTe,0.00018,0.020386800000000004,0.00011294065604347829,0.000997180434782609
239.18,4.71,Bi2Te3,0.00022,0.0526196,0.0005878603618174099,0.002457815711252654
262.16,8.79,Skutterudite,0.0002,0.052432000000000006,0.00031275479226393636,0.0011929920364050057
186.3,3.04,Skutterudite,0.0002,0.03726,0.0004566801315789474,0.002451315789473684
185.23,7.41,Skutterudite,0.0002,0.037046,0.0001852100021592443,0.0009998920377867748
252.02,6.61,Skutterudite,0.0002,0.050404000000000004,0.0003843514698940999,0.0015250832072617247
59.11,19.7,PbTe,0.00018,0.010639800000000001,5.7464641644670065e-06,9.721644670050762e-05
79.55,12.0,PbTe,0.00018,0.014319,1.708614675e-05,0.00021478499999999997
62.52,14.6,Bi2Te3,0.00022,0.013754400000000002,1.295777529863014e-05,0.00020725808219178085
68.02,16.08,Bi2Te3,0.00022,0.0149644,1.3926198218905472e-05,0.00020473681592039802
176.5,2.49,PbTe,0.00018,0.03177,0.000405354578313253,0.0022966265060240963
149.36,17.82,PbTe,0.00018,0.026884800000000004,4.0560744727272734e-05,0.0002715636363636364
76.25,19.79,PbTe,0.00018,0.013725000000000001,9.518727892875192e-06,0.0001248357756442648
52.97,2.1,Skutterudite,0.0002,0.010594000000000001,5.344420761904763e-05,0.0010089523809523812
113.05,5.79,Skutterudite,0.0002,0.02261,8.82922452504318e-05,0.000781001727115717
240.51,7.99,Bi2Te3,0.00022,0.0529122,0.0003504006143729662,0.0014569066332916142
102.24,12.62,PbTe,0.00018,0.0184032,2.683659035182251e-05,0.0002624862123613313
218.15,6.65,Bi2Te3,0.00022,0.047993,0.00034636512015037593,0.0015877383458646616
272.28,2.93,PbTe,0.00018,0.049010399999999996,0.0008198018116587029,0.0030108778156996583
162.85,13.91,PbTe,0.00018,0.029313000000000002,6.177224795111432e-05,0.0003793199137311287
244.63,15.15,Skutterudite,0.0002,0.048926000000000004,0.00015800352976897694,0.000645887788778878
51.36,15.52,Bi2Te3,0.00022,0.0112992,8.226283546391753e-06,0.00016016907216494846
290.88,11.95,Skutterudite,0.0002,0.058176,0.000283217320167364,0.0009736569037656904
289.57,3.99,PbTe,0.00018,0.052122600000000005,0.000680893591669173,0.002351395488721805
262.88,5.08,PbTe,0.00018,0.047318400000000004,0.0004407541296377953,0.0016766362204724409
66.8,13.04,Skutterudite,0.0002,0.01336,1.3687852760736197e-05,0.00020490797546012275
177.88,16.24,PbTe,0.00018,0.0320184,6.312672035467981e-05,0.0003548837438423646
201.92,2.8,Skutterudite,0.0002,0.040383999999999996,0.0005824526628571428,0.002884571428571428
200.09,3.9,Bi2Te3,0.00022,0.044019800000000005,0.0004968571261641027,0.0024831682051282057
281.23,17.25,Bi2Te3,0.00022,0.061870600000000005,0.00022191137068753626,0.0007890743188405798
168.83,18.69,Bi2Te3,0.00022,0.037142600000000005,7.381341544997326e-05,0.00043720556447298016
250.89,7.27,Bi2Te3,0.00022,0.055195799999999996,0.00041906139444841813,0.0016702993122420906
276.9,10.42,Bi2Te3,0.00022,0.060918,0.0003561422959692898,0.0012861765834932823
93.9,18.89,Bi2Te3,0.00022,0.020658000000000003,2.2591475066172583e-05,0.0002405907887771308
144.27,3.99,PbTe,0.00018,0.025968600000000005,0.00016901458294736848,0.0011715157894736845
232.71,14.99,Skutterudite,0.0002,0.04654200000000001,0.00014450685550366916,0.0006209739826551036
159.42,13.33,PbTe,0.00018,0.028695599999999998,6.177325276519128e-05,0.00038748747186796695
57.58,14.49,Skutterudite,0.0002,0.011516,9.152398619737751e-06,0.00015895100069013114
214.68,8.66,Skutterudite,0.0002,0.042936,0.00021287529976905312,0.0009915935334872978
157.87,3.58,Skutterudite,0.0002,0.031574000000000005,0.00027846856871508385,0.00176391061452514
79.41,5.81,Skutterudite,0.0002,0.015882,4.341444475043029e-05,0.0005467125645438899
